STT,Rule ID,Level,Title,Operator,Expected,Remediation,Source,Rule Content
1,1.1.1,L1,Ensure 'Enforce password history' is set to '24 or more password(s)' (Automated),>=,24,"To establish the recommended configuration via GP, set the following UI path to 24 or 
more password(s) : 
Computer Configuration \Policies \Windows Settings \Security Settings \Account 
Policies \Password Policy \Enforce password history  
Default Value:  
24 passwords remembered on domain members. 0 passwords remembered on stand -
alone servers.  
References:",CIS_PDF,"Security Concept:
ensure enforce password history is set to 24 or more passwords automated

CIS Rule:
1.1.1 (L1) Ensure 'Enforce password history' is set to '24 or more 
password(s)' (Automated)  
Profile Applicability:  
•  Level 1 - Domain Controller  
•  Level 1 - Member Server  
Description:  
This policy setting determines the number of renewed, unique passwords that have to 
be associated with a user account before you can reuse an old password. The value for 
this policy setting must be between 0 and 24 passwords. The default value for stand -
alone systems is 0 passwords, but the default setting when joined to a domain is 24 
passwords. To maintain the effectiveness of this policy setting,  use the Minimum 
password age setting to prevent users from repeatedly changing their password.  
The recommended state for this setting is: 24 or more password(s) . 
Note:  Password Policy settings (section 1.1) and Account Lockout Policy settings 
(section 1.2) must be applied via the Default Domain Policy  GPO in order to be 
globally in effect on domain  user accounts as their default behavior. If these settings 
are configured in another GPO, they will only affect local  user accounts on the 
computers that receive the GPO. However, custom exceptions to the default password 
policy and account lockout policy rules for specific domain users and/or groups can be 
defined using Password Settings Objects (PSOs), which are completely separate from 
Group Policy and most easily configured using Active Directory Administrative Center.  
Note #2:  As of the publication of this benchmark, Microsoft currently has a maximum 
limit of 24 saved passwords. For more information, please visit Enforce password 
history (Windows 10) - Windows security | Microsoft Docs  
Rationale:  
The longer a user uses the same password, the greater the chance that an attacker can 
determine the password through brute force attacks. Also, any accounts that may have 
been compromised will remain exploitable for as long as the password is left 
unchange d. If password changes are required but password reuse is not prevented, or if 
users continually reuse a small number of passwords, the effectiveness of a good 
password policy is greatly reduced.  
If you specify a low number for this policy setting, users will be able to use the same 
small number of passwords repeatedly. If you do not also configure the Minimum 
password age setting, users might repeatedly change their passwords until they can 
reuse their original password.
Page 38 Impact:  
The major impact of this configuration is that users must create a new password every 
time they are required to change their old one. If users are required to change their 
passwords to new unique values, there is an increased risk of users who write their 
passwords somewhere so that they do not forget them. Another risk is that users may 
create passwords that change incrementally (for example, password01, password02, 
and so on) to facilitate memorization but make them easier to guess. Also, an 
excessively l ow value for the Minimum password age setting will likely increase 
administrative overhead, because users who forget their passwords might ask the help 
desk to reset them frequently.  
Audit:  
Navigate to the UI Path articulated in the Remediation section and confirm it is set as 
prescribed.  
Remediation:  
To establish the recommended configuration via GP, set the following UI path to 24 or 
more password(s) : 
Computer Configuration \Policies \Windows Settings \Security Settings \Account 
Policies \Password Policy \Enforce password history  
Default Value:  
24 passwords remembered on domain members. 0 passwords remembered on stand -
alone servers.  
References:  
1. https://www.cisecurity.org/white -papers/cis -password -policy -guide/  
2. GRID: MS -00000001  
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 5.2 Use Unique Passwords  
 Use unique passwords for all enterprise assets. Best practice implementation 
includes, at a minimum, an 8 -character password for accounts using MFA and a 
14-character password for accounts not using MFA.  ● ● ● 
v7 16.2 Configure Centralized Point of Authentication  
 Configure access for all accounts through as few centralized points of 
authentication as possible, including network, security, and cloud systems.   ● ●
Page 39"
2,1.1.2,L1,"Ensure 'Maximum password age' is set to '365 or fewer days, but not 0' (Automated)",<=,365,"To establish the recommended configuration via GP, set the following UI path to 365 or 
fewer days, but not 0 : 
Computer Configuration \Policies \Windows Settings \Security Settings \Account 
Policies \Password Policy \Maximum password age  
Default Value:  
42 days.  
References:",CIS_PDF,"Security Concept:
ensure maximum password age is set to 365 or fewer days but not 0 automated

CIS Rule:
1.1.2 (L1) Ensure 'Maximum password age' is set to '365 or fewer 
days, but not 0' (Automated)  
Profile Applicability:  
•  Level 1 - Domain Controller  
•  Level 1 - Member Server  
Description:  
This policy setting defines how long a user can use their password before it expires.  
Values for this policy setting range from 0 to 999 days. If you set the value to 0, the 
password will never expire.  
Because attackers can crack passwords, the more frequently you change the password 
the less opportunity an attacker has to use a cracked password. However, the lower this 
value is set, the higher the potential for an increase in calls to help desk support due to 
users having to change their password or forgetting which password is current.  
The recommended state for this setting is 365 or fewer days, but not 0 . 
Note:  Password Policy settings (section 1.1) and Account Lockout Policy settings 
(section 1.2) must be applied via the Default Domain Policy  GPO in order to be 
globally in effect on domain  user accounts as their default behavior. If these settings 
are configured in another GPO, they will only affect local  user accounts on the 
computers that receive the GPO. However, custom exceptions to the default password 
policy and account lockout policy rules for specific domain users and/or groups can be 
defined using Password Settings Objects (PSOs), which are comple tely separate from 
Group Policy and most easily configured using Active Directory Administrative Center.  
Rationale:  
The longer a password exists the higher the likelihood that it will be compromised by a 
brute force attack, by an attacker gaining general knowledge about the user, or by the 
user sharing the password. Configuring the Maximum password age setting to 0 so t hat 
users are never required to change their passwords is a major security risk because 
that allows a compromised password to be used by the malicious user for as long as the 
valid user has authorized access.  
Impact:  
If the Maximum password age setting is too low, users are required to change their 
passwords very often. Such a configuration can reduce security in the organization, 
because users might write their passwords in an insecure location or lose them. If the 
value for this policy setting is too high, the level of security within an organization is 
reduced because it allows potential attackers more time in which to discover user 
passwords or to use compromised accounts.
Page 40 Audit:  
Navigate to the UI Path articulated in the Remediation section and confirm it is set as 
prescribed.  
Remediation:  
To establish the recommended configuration via GP, set the following UI path to 365 or 
fewer days, but not 0 : 
Computer Configuration \Policies \Windows Settings \Security Settings \Account 
Policies \Password Policy \Maximum password age  
Default Value:  
42 days.  
References:  
1. https://www.cisecurity.org/white -papers/cis -password -policy -guide/  
2. GRID: MS -00000002  
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 5.2 Use Unique Passwords  
 Use unique passwords for all enterprise assets. Best practice implementation 
includes, at a minimum, an 8 -character password for accounts using MFA and a 
14-character password for accounts not using MFA.  ● ● ● 
v7 16.10 Ensure All Accounts Have An Expiration Date  
 Ensure that all accounts have an expiration date that is monitored and 
enforced.   ● ●
Page 41"
3,1.1.3,L1,Ensure 'Minimum password age' is set to '1 or more day(s)' (Automated),>=,1,"To establish the recommended configuration via GP, set the following UI path to 1 or 
more day(s) : 
Computer Configuration \Policies \Windows Settings \Security Settings \Account 
Policies \Password Policy \Minimum password age  
Default Value:  
1 day on domain members. 0 days on stand -alone servers.  
References:",CIS_PDF,"Security Concept:
ensure minimum password age is set to 1 or more days automated

CIS Rule:
1.1.3 (L1) Ensure 'Minimum password age' is set to '1 or more 
day(s)' (Automated)  
Profile Applicability:  
•  Level 1 - Domain Controller  
•  Level 1 - Member Server  
Description:  
This policy setting determines the number of days that you must use a password before 
you can change it. The range of values for this policy setting is between 1 and 999 
days. (You may also set the value to 0 to allow immediate password changes.) The 
defau lt value for this setting is 0 days.  
The recommended state for this setting is: 1 or more day(s) . 
Note:  Password Policy settings (section 1.1) and Account Lockout Policy settings 
(section 1.2) must be applied via the Default Domain Policy  GPO in order to be 
globally in effect on domain  user accounts as their default behavior. If these settings 
are configured in another GPO, they will only affect local  user accounts on the 
computers that receive the GPO. However, custom exceptions to the default password 
policy and account lockout policy rules for specific domain users and/or groups can be 
defined using Password Settings Objects (PSOs), which are completely separate from 
Group Policy and most easily configured using Active Directory Administrative Center.  
Rationale:  
Users may have favorite passwords that they like to use because they are easy to 
remember and they believe that their password choice is secure from compromise. 
Unfortunately, passwords are compromised and if an attacker is targeting a specific 
individual user account, with foreknowledge of data about that user, reuse of old 
passwords can cause a security breach. To address password reuse a combination of 
security settings is required. Using this policy setting with the Enforce password history 
setting prev ents the easy reuse of old passwords. For example, if you configure the 
Enforce password history setting to ensure that users cannot reuse any of their last 12 
passwords, they could change their password 13 times in a few minutes and reuse the 
password the y started with, unless you also configure the Minimum password age 
setting to a number that is greater than 0. You must configure this policy setting to a 
number that is greater than 0 for the Enforce password history setting to be effective.  
Impact:  
If an administrator sets a password for a user but wants that user to change the 
password when the user first logs on, the administrator must select the User must 
change password at next logon check box, or the user will not be able to change the 
password until the next day.
Page 42 Audit:  
Navigate to the UI Path articulated in the Remediation section and confirm it is set as 
prescribed.  
Remediation:  
To establish the recommended configuration via GP, set the following UI path to 1 or 
more day(s) : 
Computer Configuration \Policies \Windows Settings \Security Settings \Account 
Policies \Password Policy \Minimum password age  
Default Value:  
1 day on domain members. 0 days on stand -alone servers.  
References:  
1. https://www.cisecurity.org/white -papers/cis -password -policy -guide/  
2. GRID: MS -00000003  
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 5.2 Use Unique Passwords  
 Use unique passwords for all enterprise assets. Best practice implementation 
includes, at a minimum, an 8 -character password for accounts using MFA and a 
14-character password for accounts not using MFA.  ● ● ● 
v7 16.10 Ensure All Accounts Have An Expiration Date  
 Ensure that all accounts have an expiration date that is monitored and 
enforced.   ● ●
Page 43"
4,1.1.4,L1,Ensure 'Minimum password length' is set to '14 or more character(s)' (Automated),>=,14,"To establish the recommended configuration via GP, set the following UI path to 14 or 
more character(s) : 
Computer Configuration \Policies \Windows Settings \Security Settings \Account 
Policies \Password Policy \Minimum password length  
Default Value:  
7 characters on domain members. 0 characters on stand -alone servers.  
References:",CIS_PDF,"Security Concept:
ensure minimum password length is set to 14 or more characters automated

CIS Rule:
1.1.4 (L1) Ensure 'Minimum password length' is set to '14 or more 
character(s)' (Automated)  
Profile Applicability:  
•  Level 1 - Domain Controller  
•  Level 1 - Member Server  
Description:  
This policy setting determines the least number of characters that make up a password 
for a user account. There are many different theories about how to determine the best 
password length for an organization, but perhaps ""passphrase"" is a better term than 
""password."" In Microsoft Windows 2000 or newer, passphrases can be quite long and 
can include spaces. Therefore, a phrase such as ""I want to drink a $5 milkshake"" is a 
valid passphrase; it is a considerably stronger password than an 8 or 10 character strin g 
of random numbers and letters, and yet is easier to remember. Users must be educated 
about the proper selection and maintenance of passwords, especially around password 
length. In enterprise environments, the ideal value for the Minimum password length 
setting is 14 characters, however you should adjust this value to meet your 
organization's business requirements.  
The recommended state for this setting is: 14 or more character(s) . 
Note:  In Windows Server 2016 and older versions of Windows Server, the GUI of the 
Local Security Policy (LSP), Local Group Policy Editor (LGPE) and Group Policy 
Management Editor (GPME) would not let you set this value higher than 14 characters. 
However, starti ng with Windows Server 2019, Microsoft changed the GUI to allow up to 
a 20 character minimum password length.  
Note #2:  Password Policy settings (section 1.1) and Account Lockout Policy settings 
(section 1.2) must be applied via the Default Domain Policy  GPO in order to be 
globally in effect on domain  user accounts as their default behavior. If these settings 
are configured in another GPO, they will only affect local  user accounts on the 
computers that receive the GPO. However, custom exceptions to the default password 
policy and account lockout policy rules for specific domain users and/or groups can be 
defined usi ng Password Settings Objects (PSOs), which are completely separate from 
Group Policy and most easily configured using Active Directory Administrative Center.  
Rationale:  
Types of password attacks include dictionary attacks (which attempt to use common 
words and phrases) and brute force attacks (which try every possible combination of 
characters). Also, attackers sometimes try to obtain the account database so they can 
use tools to discover the accounts and passwords.
Page 44 Impact:  
Requirements for extremely long passwords can actually decrease the security of an 
organization, because users might leave the information in an insecure location or lose 
it. If very long passwords are required, mistyped passwords could cause account 
locko uts and increase the volume of help desk calls. If your organization has issues with 
forgotten passwords due to password length requirements, consider teaching your 
users about passphrases, which are often easier to remember and, due to the larger 
number o f character combinations, much harder to discover.  
Note:  Older versions of Windows such as Windows 98 and Windows NT 4.0 do not 
support passwords that are longer than 14 characters. Computers that run these older 
operating systems are unable to authenticate with computers or domains that use 
accounts that requi re long passwords.  
Audit:  
Navigate to the UI Path articulated in the Remediation section and confirm it is set as 
prescribed.  
Remediation:  
To establish the recommended configuration via GP, set the following UI path to 14 or 
more character(s) : 
Computer Configuration \Policies \Windows Settings \Security Settings \Account 
Policies \Password Policy \Minimum password length  
Default Value:  
7 characters on domain members. 0 characters on stand -alone servers.  
References:  
1. https://www.cisecurity.org/white -papers/cis -password -policy -guide/  
2. GRID: MS -00000004
Page 45 CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 5.2 Use Unique Passwords  
 Use unique passwords for all enterprise assets. Best practice implementation 
includes, at a minimum, an 8 -character password for accounts using MFA and a 
14-character password for accounts not using MFA.  ● ● ● 
v7 4.4 Use Unique Passwords  
 Where multi -factor authentication is not supported (such as local administrator, 
root, or service accounts), accounts will use passwords that are unique to that 
system.   ● ●
Page 46"
5,1.1.5,L1,Ensure 'Password must meet complexity requirements' is set to 'Enabled' (Automated),==,1,"To establish the recommended configuration via GP, set the following UI path to 
Enabled : 
Computer Configuration \Policies \Windows Settings \Security Settings \Account 
Policies \Password Policy \Password must meet complexity requirements  
Default Value:  
Enabled on domain members. Disabled on stand -alone servers.  
References:",CIS_PDF,"Security Concept:
ensure password must meet complexity requirements is set to enabled automated

CIS Rule:
1.1.5 (L1) Ensure 'Password must meet complexity requirements' 
is set to 'Enabled' (Automated)  
Profile Applicability:  
•  Level 1 - Domain Controller  
•  Level 1 - Member Server  
Description:  
This policy setting checks all new passwords to ensure that they meet basic 
requirements for strong passwords.  
When this policy is enabled, passwords must meet the following minimum requirements:  
• Not contain the user's account name or parts of the user's full name that exceed 
two consecutive characters  
• Be at least six characters in length  
• Contain characters from three of the following categories:  
o English uppercase characters (A through Z)  
o English lowercase characters (a through z)  
o Base 10 digits (0 through 9)  
o Non-alphabetic characters (for example, !, $, #, %)  
o A catch -all category of any Unicode character that does not fall under the 
previous four categories. This fifth category can be regionally specific.  
Each additional character in a password increases its complexity exponentially. For 
instance, a seven -character, all lower -case alphabetic password would have 26 to the 
power of 7 (approximately 8 x 10 to the power of 9 or 8 billion) possible combinations.  
At 1,000,000 attempts per second (a capability of many password -cracking utilities), it 
would only take 133 minutes to crack. A seven -character alphabetic password with case 
sensitivity has 52 to the power of 7 combinations. A seven -character case -sensiti ve 
alphanumeric password without punctuation has 62 to the power of 7 combinations. An 
eight -character password has 26 to the power of 8 (or 2 x 1011) possible combinations. 
Although this might seem to be a large number, at 1,000,000 attempts per second it  
would take only 59 hours to try all possible passwords. Remember, these times will 
significantly increase for passwords that use ALT characters and other special keyboard 
characters such as ""!"" or ""@"". Proper use of the password settings can help make it 
difficult to mount a brute force attack.  
The recommended state for this setting is: Enabled .
Page 47 Note:  Password Policy settings (section 1.1) and Account Lockout Policy settings 
(section 1.2) must be applied via the Default Domain Policy  GPO in order to be 
globally in effect on domain  user accounts as their default behavior. If these settings 
are configured in another GPO, they will only affect local  user accounts on the 
computers that receive the GPO. However, custom exceptions to the default password 
policy and account lockout policy rules for specific domain users and/or groups can be 
defined using Passw ord Settings Objects (PSOs), which are completely separate from 
Group Policy and most easily configured using Active Directory Administrative Center.  
Rationale:  
Passwords that contain only alphanumeric characters are extremely easy to discover 
with several publicly available tools.  
Impact:  
If the default password complexity configuration is retained, additional help desk calls 
for locked -out accounts could occur because users might not be accustomed to 
passwords that contain non -alphabetic characters. However, all users should be able to 
comply with the complexity requirement with minimal difficulty.  
If your organization has more stringent security requirements, you can create a custom 
version of the Passfilt.dll file that allows the use of arbitrarily complex password strength 
rules. For example, a custom password filter might require the use of non -upper row 
characters. (Upper row characters are those that require you to hold down the SHIFT 
key and press any of the digits between 1 and 0.) A custom password filter might also 
perform a dictionary check to verify that the proposed password does not cont ain 
common dictionary words or fragments.  
Also, the use of ALT key character combinations can greatly enhance the complexity of 
a password. However, such stringent password requirements can result in unhappy 
users and an extremely busy help desk. Alternatively, your organization could consider 
a requirement for all administrator passwords to use ALT characters in the 0128 - 0159 
range. (ALT characters outsi de of this range can represent standard alphanumeric 
characters that would not add additional complexity to the password.)  
Audit:  
Navigate to the UI Path articulated in the Remediation section and confirm it is set as 
prescribed.
Page 48 Remediation:  
To establish the recommended configuration via GP, set the following UI path to 
Enabled : 
Computer Configuration \Policies \Windows Settings \Security Settings \Account 
Policies \Password Policy \Password must meet complexity requirements  
Default Value:  
Enabled on domain members. Disabled on stand -alone servers.  
References:  
1. https://www.cisecurity.org/white -papers/cis -password -policy -guide/  
2. GRID: MS -00000005  
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 5.2 Use Unique Passwords  
 Use unique passwords for all enterprise assets. Best practice implementation 
includes, at a minimum, an 8 -character password for accounts using MFA and a 
14-character password for accounts not using MFA.  ● ● ● 
v7 4.4 Use Unique Passwords  
 Where multi -factor authentication is not supported (such as local administrator, 
root, or service accounts), accounts will use passwords that are unique to that 
system.   ● ●
Page 49"
6,1.1.6,L1,Ensure 'Relax minimum password length limits' is set to 'Enabled' (Automated),==,1,"To establish the recommended configuration via GP, set the following UI path to 
Enabled : 
Computer Configuration \Policies \Windows Settings \Security Settings \Account 
Policies \Password Policy \Relax minimum password length limits  
Note:  This setting is only available within the built -in OS security template of Windows 
10 Release 2004 and Server 2022 (or newer), and is not available via older versions of 
the OS, or via downloadable Administrative Templates (ADMX/ADML). Therefore, you 
must  use a Windows 10 Release 2004 or Server 2022 system (or newer) to view or edit 
this setting with the Group Policy Management Console (GPMC) or Group Policy 
Management Editor (GPME).  
Default Value:  
Disabled. (The Minimum password length  may be configured to a maximum of 14 
characters.)  
References:",CIS_PDF,"Security Concept:
ensure relax minimum password length limits is set to enabled automated

CIS Rule:
1.1.6 (L1) Ensure 'Relax minimum password length limits' is set to 
'Enabled' (Automated)  
Profile Applicability:  
•  Level 1 - Member Server  
Description:  
This policy setting determines whether the minimum password length setting can be 
increased beyond the legacy limit of 14 characters. For more information please see the 
following Microsoft Security Blog . 
The recommended state for this setting is: Enabled . 
Note:  This setting only affects local accounts on the computer. Domain accounts are 
only affected by settings on the Domain Controllers, because that is where domain 
accounts are stored.  
Rationale:  
This setting will enable the enforcement of longer and generally stronger passwords or 
passphrases where MFA is not in use.  
Impact:  
The Minimum password length  setting may be configured higher than 14 characters.  
If very long passwords are required, mistyped passwords could cause account lockouts 
and increase the volume of help desk calls. If your organization has issues with 
forgotten passwords due to password length requirements, consider teaching your 
users about passphrases, which are often easier to remember and, due to the larger 
number of character combinations, much harder to discover.  
Audit:  
Navigate to the UI Path articulated in the Remediation section and confirm it is set as 
prescribed. This group policy setting is backed by the following registry location with a 
REG_DWORD  value of 1. 
HKLM\System\CurrentControlSet \Control\SAM:RelaxMinimumPasswordLengthLimits
Page 50 Remediation:  
To establish the recommended configuration via GP, set the following UI path to 
Enabled : 
Computer Configuration \Policies \Windows Settings \Security Settings \Account 
Policies \Password Policy \Relax minimum password length limits  
Note:  This setting is only available within the built -in OS security template of Windows 
10 Release 2004 and Server 2022 (or newer), and is not available via older versions of 
the OS, or via downloadable Administrative Templates (ADMX/ADML). Therefore, you 
must  use a Windows 10 Release 2004 or Server 2022 system (or newer) to view or edit 
this setting with the Group Policy Management Console (GPMC) or Group Policy 
Management Editor (GPME).  
Default Value:  
Disabled. (The Minimum password length  may be configured to a maximum of 14 
characters.)  
References:  
1. https://www.cisecurity.org/white -papers/cis -password -policy -guide/  
2. https://support.microsoft.com/en -us/topic/minimum -password -length -auditing -
and-enforcement -on-certain -versions -of-windows -5ef7fecf -3325 -f56b-cc10 -
4fd565aacc59  
3. GRID: MS -00000006  
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 5.2 Use Unique Passwords  
 Use unique passwords for all enterprise assets. Best practice implementation 
includes, at a minimum, an 8 -character password for accounts using MFA and a 
14-character password for accounts not using MFA.  ● ● ● 
v7 4.4 Use Unique Passwords  
 Where multi -factor authentication is not supported (such as local administrator, 
root, or service accounts), accounts will use passwords that are unique to that 
system.   ● ●
Page 51"
7,1.1.7,L1,Ensure 'Store passwords using reversible encryption' is set to 'Disabled' (Automated),==,0,"To establish the recommended configuration via GP, set the following UI path to 
Disabled : 
Computer Configuration \Policies \Windows Settings \Security Settings \Account 
Policies \Password Policy \Store passwords using reversible encryption  
Default Value:  
Disabled.  
References:",CIS_PDF,"Security Concept:
ensure store passwords using reversible encryption is set to disabled automated

CIS Rule:
1.1.7 (L1) Ensure 'Store passwords using reversible encryption' is 
set to 'Disabled' (Automated)  
Profile Applicability:  
•  Level 1 - Domain Controller  
•  Level 1 - Member Server  
Description:  
This policy setting determines whether the operating system stores passwords in a way 
that uses reversible encryption, which provides support for application protocols that 
require knowledge of the user's password for authentication purposes. Passwords tha t 
are stored with reversible encryption are essentially the same as plaintext versions of 
the passwords.  
The recommended state for this setting is: Disabled . 
Note:  Password Policy settings (section 1.1) and Account Lockout Policy settings 
(section 1.2) must be applied via the Default Domain Policy  GPO in order to be 
globally in effect on domain  user accounts as their default behavior. If these settings 
are configured in another GPO, they will only affect local  user accounts on the 
computers that receive the GPO. However, custom exceptions to the default password 
policy and account lockout policy rules for specific domain users and/or groups can be 
defined using Password Settings Objects (PSOs), which are completely separate from 
Group Policy and most easily configured using Active Directory Administrative Center.  
Rationale:  
Enabling this policy setting allows the operating system to store passwords in a weaker 
format that is much more susceptible to compromise and weakens your system 
security.  
Impact:  
If your organization uses either the CHAP authentication protocol through remote 
access or IAS services or Digest Authentication in IIS, you must configure this policy 
setting to Enabled. This setting is extremely dangerous to apply through Group Policy 
on a user -by-user basis, because it requires the appropriate user account object to be 
opened in Active Directory Users and Computers.  
Audit:  
Navigate to the UI Path articulated in the Remediation section and confirm it is set as 
prescribed.
Page 52 Remediation:  
To establish the recommended configuration via GP, set the following UI path to 
Disabled : 
Computer Configuration \Policies \Windows Settings \Security Settings \Account 
Policies \Password Policy \Store passwords using reversible encryption  
Default Value:  
Disabled.  
References:  
1. https://www.cisecurity.org/white -papers/cis -password -policy -guide/  
2. GRID: MS -00000007  
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 3.11 Encrypt Sensitive Data at Rest  
 Encrypt sensitive data at rest on servers, applications, and databases containing 
sensitive data. Storage -layer encryption, also known as server -side encryption, 
meets the minimum requirement of this Safeguard. Additional encryption methods 
may include app lication -layer encryption, also known as client -side encryption, 
where access to the data storage device(s) does not permit access to the plain -text 
data.   ● ● 
v7 16.4 Encrypt or Hash all Authentication Credentials  
 Encrypt or hash with a salt all authentication credentials when stored.   ● ●
Page 53 1.2 Account Lockout Policy  
This section contains recommendations for account lockout policy.
Page 54"
8,1.2.1,L1,Ensure 'Account lockout duration' is set to '15 or more minute(s)' (Automated),>=,15,"To establish the recommended configuration via GP, set the following UI path to 15 or 
more minute(s) : 
Computer Configuration \Policies \Windows Settings \Security Settings \Account 
Policies \Account Lockout Policy \Account lockout duration  
Default Value:  
None, because this policy setting only has meaning when an Account lockout threshold 
is specified. When an Account lockout threshold is configured, Windows automatically 
suggests a value of 30 minutes.  
References:",CIS_PDF,"Security Concept:
ensure account lockout duration is set to 15 or more minutes automated

CIS Rule:
1.2.1 (L1) Ensure 'Account lockout duration' is set to '15 or more 
minute(s)' (Automated)  
Profile Applicability:  
•  Level 1 - Domain Controller  
•  Level 1 - Member Server  
Description:  
This policy setting determines the length of time that must pass before a locked account 
is unlocked and a user can try to log on again. The setting does this by specifying the 
number of minutes a locked out account will remain unavailable. If the value fo r this 
policy setting is configured to 0, locked out accounts will remain locked out until an 
administrator manually unlocks them.  
Although it might seem like a good idea to configure the value for this policy setting to a 
high value, such a configuration will likely increase the number of calls that the help 
desk receives to unlock accounts locked by mistake. Users should be aware of  the 
length of time a lock remains in place, so that they realize they only need to call the help 
desk if they have an extremely urgent need to regain access to their computer.  
The recommended state for this setting is: 15 or more minute(s) . 
Note:  Password Policy settings (section 1.1) and Account Lockout Policy settings 
(section 1.2) must be applied via the Default Domain Policy  GPO in order to be 
globally in effect on domain  user accounts as their default behavior. If these settings 
are configured in another GPO, they will only affect local  user accounts on the 
computers that receive the GPO. However, custom exceptions to the default password 
policy and account lockout policy rules for specific domain users and/or groups can be 
defined using Password Settings Objects (PSOs), which are completely separate from 
Group Policy and most easily configured using Active Directory Administrative Center.  
Rationale:  
A denial of service (DoS) condition can be created if an attacker abuses the Account 
lockout threshold and repeatedly attempts to log on with a specific account. Once you 
configure the Account lockout threshold setting, the account will be locked out after  the 
specified number of failed attempts. If you configure the Account lockout duration 
setting to 0, then the account will remain locked out until an administrator unlocks it 
manually.  
Impact:  
Although it may seem like a good idea to configure this policy setting to never 
automatically unlock an account, such a configuration can increase the number of 
requests that your organization's help desk receives to unlock accounts that were 
locked by mis take.
Page 55 Audit:  
Navigate to the UI Path articulated in the Remediation section and confirm it is set as 
prescribed.  
Remediation:  
To establish the recommended configuration via GP, set the following UI path to 15 or 
more minute(s) : 
Computer Configuration \Policies \Windows Settings \Security Settings \Account 
Policies \Account Lockout Policy \Account lockout duration  
Default Value:  
None, because this policy setting only has meaning when an Account lockout threshold 
is specified. When an Account lockout threshold is configured, Windows automatically 
suggests a value of 30 minutes.  
References:  
1. https://www.cisecurity.org/white -papers/cis -password -policy -guide/  
2. GRID: MS -00000008  
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 4.10 Enforce Automatic Device Lockout on Portable End -
User Devices  
 Enforce automatic device lockout following a predetermined threshold of local 
failed authentication attempts on portable end -user devices, where supported. For 
laptops, do not allow more than 20 failed authentication attempts; for tablets and 
smartphones, no more than 10 failed authentica tion attempts. Example 
implementations include Microsoft® InTune Device Lock and Apple® Configuration 
Profile maxFailedAttempts.   ● ● 
v7 16.11 Lock Workstation Sessions After Inactivity  
 Automatically lock workstation sessions after a standard period of inactivity.  ● ● ●
Page 56"
